--------- beginning of system
06-28 18:31:49.289  1114  1817 I ActivityManager: Process com.baidu.input_huawei (pid 3321) has died: fore SVC 
06-28 18:31:49.290  1114  1817 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{a94c995 3321:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:31:49.291  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:31:49.291  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:31:49.291  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:31:49.291  1869  1885 I BrowserChrP: notifyUidState
06-28 18:31:49.454  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:31:49.454  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:31:49.454  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: deletePackageX
06-28 18:31:49.456  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: uninstall pkg
06-28 18:31:49.464  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:31:49.507  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:31:49.688  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:31:49.794  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:31:49.906  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:31:49.963  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=0: pkg removed
06-28 18:31:50.040  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:31:50.073 31111  3794 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.105  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10400 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:31:50.111  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:31:50.152  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:31:50.153  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:31:50.167  1114  1471 I HwNetworkPolicy: onTransact, code = 202
06-28 18:31:50.167  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10400 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:31:50.174  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.174  2017  2547 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:31:50.177  1114  1471 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:31:50.184  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:31:50.185  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717910151
06-28 18:31:50.186  1114  1471 D SecurityProfileDB: writing: {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             ]
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         "com.netease.cloudmusic": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "policy_version": 2,
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "labels": [
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             ]
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         "com.taobao.taobao": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest": "Yc7yPxAixudfqvGFqS0oj7SvZRpuvuvMlU44navCvW8=",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "labels": [
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             ]
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         "com.microsoft.translator": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest": "h7kdJ8VdY8vQT9aOfNo\/9PNwLECu4pmbofPgVoqUMM0=",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "labels": [
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             ]
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         },
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:         "com.ss.android.article.news": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "policy_version": 5,
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "digest": "lUcykKsy6QxUGySDftJZyPcPXJR90W3wbtmKuHFjPGI=",
06-28 18:31:50.266  1114  1471 D SecurityProfileDB:                 "signature_scheme
06-28 18:31:50.280  1114  1114 W Looper  : Slow dispatch took 187ms main h=android.app.ActivityThread$H c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@1c63154 m=0
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: code == CODE_SET_APK_DL_STRATEGY
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: CODE_SET_APK_DL_STRATEGY, pkgName=[com.baidu.searchbox, com.android.browser], needReset=false
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: convertPkgNameToUid, pkgName=[com.baidu.searchbox, com.android.browser]
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: convertPkgNameToUid, pkg=com.baidu.searchbox, uid=10125, under user.id=0
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: convertPkgNameToUid, pkg=com.android.browser, uid=10104, under user.id=0
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: CODE_SET_APK_DL_STRATEGY, appUidList=[10125;10104;]
06-28 18:31:50.284  1114  3628 D HwNetworkManagementService: setApkDlFilterRules, appUidList=[10125;10104;], needReset=false
06-28 18:31:50.286  1114  3628 D NetdConnector: SND -> {2505 hwfilter set_apkdl_strategy_rule 10125;10104; not_reset}
06-28 18:31:50.292  1114  1555 D NetdConnector: RCV <- {200 2505 success}
06-28 18:31:50.293  1114  1555 D NetdConnector: RCV <- {200 2505 success}
06-28 18:31:50.325 31111  3818 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.367  1114  8995 E PowerManagerService: Exception when search wack lock :java.lang.IllegalArgumentException: Wake lock not active: android.os.BinderProxy@be3531c from uid 10021
06-28 18:31:50.368  1114  8995 I chatty  : uid=1000(system) Binder:1114_17 identical 1 line
06-28 18:31:50.369  1114  8995 E PowerManagerService: Exception when search wack lock :java.lang.IllegalArgumentException: Wake lock not active: android.os.BinderProxy@be3531c from uid 10021
06-28 18:31:50.383  1114  1817 E PowerManagerService: Exception when search wack lock :java.lang.IllegalArgumentException: Wake lock not active: android.os.BinderProxy@be3531c from uid 10021
06-28 18:31:50.414  1114  1114 W Looper  : Slow dispatch took 134ms main h=android.app.ActivityThread$H c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@91c89dd m=0
06-28 18:31:50.414  1114  1114 W Looper  : Slow delivery took 320ms main h=android.app.ActivityThread$H c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@1163952 m=0
06-28 18:31:50.415  1114  1114 V AlarmManager: UninstallReceiver onReceive action:android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.415  1114  1114 I AlarmManager: remove com.android.server.-$$Lambda$AlarmManagerService$qehVSjTLWvtJYPGgKh2mkJ6ePnk@3599423 according to uid:10400
06-28 18:31:50.417  1114  1114 V NotificationListeners: enabling notification listener for 0: ComponentInfo{com.baidu.searchbox/com.baidu.searchbox.lockscreen.notification.NotificationMonitorService}
06-28 18:31:50.423  1114  1114 V NotificationListeners: binding: Intent { act=android.service.notification.NotificationListenerService cmp=com.baidu.searchbox/.lockscreen.notification.NotificationMonitorService (has extras) }
06-28 18:31:50.431  1114  1114 W NotificationListeners: Unable to bind notification listener service: Intent { act=android.service.notification.NotificationListenerService cmp=com.baidu.searchbox/.lockscreen.notification.NotificationMonitorService (has extras) }
06-28 18:31:50.431  1114  1114 V NotificationListeners: enabling notification listener for 0: ComponentInfo{com.huawei.android.launcher/com.android.launcher.notification.NotificationListener}
06-28 18:31:50.451  1114  1114 V NotificationListeners: binding: Intent { act=android.service.notification.NotificationListenerService cmp=com.huawei.android.launcher/com.android.launcher.notification.NotificationListener (has extras) }
06-28 18:31:50.455  1114  1114 W NotificationListeners: Not binding notification listener service ComponentInfo{android/com.android.server.emcom.grabservice.NotificationListener}: service not found
06-28 18:31:50.455  1114  1114 W NotificationAssistants: rebindServices() ignore for NotificationAssistantService
06-28 18:31:50.456  1114  1114 I [SPMN]  : insert GLOBAL -- name = zen_mode, package = android, user = 0, value = 0
06-28 18:31:50.466  1114  1817 E PowerManagerService: Exception when search wack lock :java.lang.IllegalArgumentException: Wake lock not active: android.os.BinderProxy@be3531c from uid 10021
06-28 18:31:50.468  1114  1222 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.mixgo.PropertySEO flg=0x4000010 (has extras) } to com.huawei.gameassistant/com.gameassistant.gamedata.receiver.RemovePackageIntentReceiver
06-28 18:31:50.480  1114  1114 I ConditionProviders: Disallowing condition provider com.mixgo.PropertySEO
06-28 18:31:50.484  1114  1114 D SecurityProfileService: updatePackageInformation,packageName:com.mixgo.PropertySEO
06-28 18:31:50.484  1114  1114 D SecurityProfileService: updateDomainPolicies,packageList:[com.mixgo.PropertySEO]
06-28 18:31:50.484  1114  1114 D SecurityProfileService: resolveActiveDomainPolicies packageName com.mixgo.PropertySEO
06-28 18:31:50.485  1114  1114 D SecurityProfileUtils: getInstalledApkPath name not found,packageName:com.mixgo.PropertySEO,userId:0
06-28 18:31:50.485  1114  1114 E SecurityProfileService: resolveActiveDomainPolicies packagePath is null
06-28 18:31:50.485  1114  1114 D SecurityProfileDB: writing: {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:     "domains": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.huawei.smarthome": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 6,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "8kAADpcRny0My5sa9TarBImvXnGs4epGshhmrbOt2Js=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.ximalaya.ting.android": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "ltEwA2NUWdvMg5xpCVbO2OYvn5VUqmcGgsUQtvGID08=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.vmall.client": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "MjshbEeBIuhNyAmxiJ8bUyQbdfOiMe4LVrdpyfyBLck=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.sankuai.meituan": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "DKU1i0LxsGMELL1XP+nvBf2tmfscYNMyOD1Wcn81I\/g=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.sina.weibo": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "l944bQfPHpM2fV55AYaYSJEECMdSHqTgLq9mpTzbsdM=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.jingdong.app.mall": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "99vPRWT72SI4wpJtYTyp73R7n8DsnfCYKdJeFo\/XwQ4=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.huawei.skytone": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "bQkvtDA621g+R22lmNBqKIBF1uTK9VrNkTR2wBkOVlo=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.netease.cloudmusic": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.taobao.taobao": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "Yc7yPxAixudfqvGFqS0oj7SvZRpuvuvMlU44navCvW8=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.microsoft.translator": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "h7kdJ8VdY8vQT9aOfNo\/9PNwLECu4pmbofPgVoqUMM0=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:         "com.ss.android.article.news": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "digest": "lUcykKsy6QxUGySDftJZyPcPXJR90W3wbtmKuHFjPGI=",
06-28 18:31:50.485  1114  1114 D SecurityProfileDB:                 "signature_scheme
06-28 18:31:50.511  1114  1827 V HwNotificationManagerService: Notification db cfg changed
06-28 18:31:50.519  1114  1114 D SecurityProfileUtils: getInstalledApkPath name not found,packageName:com.mixgo.PropertySEO,userId:0
06-28 18:31:50.519  1114  1114 I SecurityProfileService: update PackageSigned Info Action:remove, packageName:com.mixgo.PropertySEO
06-28 18:31:50.519  1114  1114 D SecurityProfileDB: writing: {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:     "domains": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:         "com.huawei.smarthome": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "policy_version": 6,
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "digest": "8kAADpcRny0My5sa9TarBImvXnGs4epGshhmrbOt2Js=",
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:         "com.ximalaya.ting.android": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "digest": "ltEwA2NUWdvMg5xpCVbO2OYvn5VUqmcGgsUQtvGID08=",
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             ]
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:         },
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:         "com.vmall.client": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "digest": "MjshbEeBIuhNyAmxiJ8bUyQbdfOiMe4LVrdpyfyBLck=",
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             },
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:31:50.519  1114  1114 D SecurityProfileDB:             ]
